sonde1	sonde2	date	foF2_corr	foF2_n_hours	foF2_total_time_points	year
RO041	VT139	2016-11-29	0.960448753174612	24	83	2016
RO041	VT139	2016-11-30	0.960058096816639	24	85	2016
RO041	VT139	2016-12-01	0.957504359511622	23	78	2016
RO041	VT139	2016-12-02	0.947511139026496	24	79	2016
RO041	VT139	2016-12-03	0.957182973634626	23	75	2016
RO041	VT139	2016-12-04	0.952471913079827	24	84	2016
RO041	VT139	2016-12-05	0.953859698241197	22	72	2016
RO041	VT139	2016-12-06	0.95448132513991	23	79	2016
RO041	VT139	2016-12-07	0.96128823396267	24	81	2016
RO041	VT139	2016-12-08	0.963039831657275	24	87	2016
RO041	VT139	2016-12-09	0.956834486552894	24	82	2016
RO041	VT139	2016-12-10	0.965355397110491	24	74	2016
RO041	VT139	2016-12-11	0.947364916850694	24	82	2016
RO041	VT139	2016-12-12	0.964801971827674	24	74	2016
RO041	VT139	2016-12-13	0.933720307291439	24	86	2016
RO041	VT139	2016-12-14	0.937260519867276	24	74	2016
RO041	VT139	2016-12-15	0.918275583152898	24	77	2016
RO041	PQ052	2016-07-05	0.606970580175346	19	54	2016
RO041	PQ052	2016-07-06	0.91693112747021	17	57	2016
RO041	PQ052	2016-07-07	0.812981787824825	24	70	2016
RO041	PQ052	2016-07-08	0.832677895922078	14	38	2016
RO041	PQ052	2016-07-11	0.752443788494828	8	26	2016
RO041	PQ052	2016-07-12	0.651594401320623	19	59	2016
RO041	PQ052	2016-07-13	0.790341639556501	22	51	2016
RO041	PQ052	2016-07-14	0.899773732493293	23	62	2016
RO041	PQ052	2016-07-15	0.811774072279556	21	53	2016
RO041	PQ052	2016-07-16	0.83905188519856	17	37	2016
RO041	PQ052	2016-07-17	0.825230214610729	19	47	2016
RO041	PQ052	2016-07-18	0.876793166615103	21	58	2016
RO041	PQ052	2016-07-19	0.803172893081983	18	53	2016
RO041	PQ052	2016-07-20	0.949394361988533	18	45	2016
RO041	PQ052	2016-07-21	0.840058498173653	22	61	2016
RO041	PQ052	2016-07-22	0.861928768199714	24	69	2016
RO041	PQ052	2016-07-23	0.776017360568911	13	33	2016
RO041	PQ052	2016-07-24	0.613883126729663	16	46	2016
RO041	PQ052	2016-07-25	0.74090087919514	16	44	2016
RO041	PQ052	2016-07-26	0.936135469102472	21	51	2016
RO041	PQ052	2016-07-27	0.831871091167222	16	40	2016
RO041	PQ052	2016-07-28	0.650788390462574	18	51	2016
RO041	PQ052	2016-07-29	0.764791134498636	15	45	2016
RO041	PQ052	2016-07-30	0.90765019623972	17	52	2016
RO041	PQ052	2016-07-31	0.859114109709431	20	55	2016
RO041	PQ052	2016-08-01	0.923951182872429	21	55	2016
RO041	PQ052	2016-08-02	0.927673750605962	16	42	2016
RO041	PQ052	2016-08-03	0.870872412831903	16	48	2016
RO041	PQ052	2016-08-04	0.92135298177524	14	33	2016
RO041	PQ052	2016-08-05	0.764553296885424	11	23	2016
RO041	PQ052	2016-08-06	0.90407930755142	5	8	2016
RO041	PQ052	2016-08-08	0.967471855472024	12	28	2016
RO041	PQ052	2016-08-09	0.880378373639111	22	65	2016
RO041	PQ052	2016-08-10	0.879350474594884	22	54	2016
RO041	PQ052	2016-08-11	0.907962340648831	23	60	2016
RO041	PQ052	2016-08-12	0.83128190488122	19	58	2016
RO041	PQ052	2016-08-13	0.654817843082281	18	54	2016
RO041	PQ052	2016-08-14	0.866820412914948	22	62	2016
RO041	PQ052	2016-08-15	0.877573193652692	24	79	2016
RO041	PQ052	2016-08-16	0.879264969436053	24	72	2016
RO041	PQ052	2016-08-17	0.927068567874451	23	65	2016
RO041	PQ052	2016-08-18	0.899420353823688	23	76	2016
RO041	PQ052	2016-08-19	0.905752938302984	23	76	2016
RO041	PQ052	2016-08-20	0.772648276334336	19	59	2016
RO041	PQ052	2016-08-21	0.929566297781031	24	82	2016
RO041	PQ052	2016-08-22	0.86981482904539	19	47	2016
RO041	PQ052	2016-08-23	0.945417760204115	24	68	2016
RO041	PQ052	2016-08-24	0.912651501202439	23	56	2016
RO041	PQ052	2016-08-25	0.890377075266285	18	50	2016
RO041	PQ052	2016-08-26	0.945858538662573	24	84	2016
RO041	PQ052	2016-08-27	0.938388141580069	24	82	2016
RO041	PQ052	2016-08-28	0.84306288804731	24	88	2016
RO041	PQ052	2016-08-29	0.953922307086109	22	68	2016
RO041	PQ052	2016-08-30	0.834227245028864	22	70	2016
RO041	PQ052	2016-08-31	0.915903463504997	24	82	2016
RO041	PQ052	2016-09-01	0.939326323229362	23	64	2016
RO041	PQ052	2016-09-02	0.947312292492043	23	60	2016
RO041	PQ052	2016-09-03	0.93286687762177	19	45	2016
RO041	PQ052	2016-09-04	0.979625844993876	7	8	2016
RO041	PQ052	2016-09-05	0.77236112151162	19	63	2016
RO041	VT139	2016-08-24	0.906578623239012	10	19	2016
RO041	VT139	2016-08-25	0.937895061657916	16	42	2016
RO041	VT139	2016-08-26	0.951893514689783	23	74	2016
RO041	VT139	2016-08-27	0.963554283622467	24	73	2016
RO041	VT139	2016-08-28	0.975214573237216	16	53	2016
RO041	VT139	2016-08-30	0.969247621664165	6	20	2016
RO041	VT139	2016-08-31	0.941455789864636	24	78	2016
RO041	VT139	2016-09-01	0.960203117350217	23	63	2016
RO041	VT139	2016-09-02	0.959533400117567	23	59	2016
RO041	VT139	2016-09-03	0.80458181158205	16	34	2016
RO041	VT139	2016-09-04	0.969081608629738	8	9	2016
RO041	VT139	2016-09-05	0.876829306913512	19	62	2016
VT139	GM037	2016-08-24	0.950505331986035	13	25	2016
VT139	GM037	2016-08-25	0.933175477671324	17	49	2016
VT139	GM037	2016-08-26	0.948428558885462	22	69	2016
VT139	GM037	2016-08-27	0.942139026708107	22	63	2016
VT139	GM037	2016-08-28	0.921268877581162	16	47	2016
VT139	GM037	2016-08-30	0.808087031132826	4	12	2016
VT139	GM037	2016-08-31	0.951810944407584	24	80	2016
VT139	GM037	2016-09-01	0.968348336057608	22	75	2016
VT139	GM037	2016-09-02	0.97858131069854	22	68	2016
VT139	GM037	2016-09-03	0.808906488607713	17	46	2016
VT139	GM037	2016-09-04	0.949514289231305	17	47	2016
VT139	GM037	2016-09-05	0.910454245044155	22	74	2016
VT139	GM037	2016-09-06	0.964563678230335	23	69	2016
VT139	GM037	2016-09-07	0.970496358208577	24	89	2016
VT139	GM037	2016-09-08	0.972091816062818	24	76	2016
VT139	GM037	2016-09-09	0.952215854270256	24	90	2016
VT139	GM037	2016-09-10	0.903805384759544	5	18	2016
VT139	GM037	2016-10-05	0.972200829769164	11	40	2016
VT139	GM037	2016-10-06	0.978527141855741	23	85	2016
VT139	GM037	2016-10-07	0.98271809941479	23	81	2016
VT139	GM037	2016-10-08	0.98561062409581	24	92	2016
VT139	GM037	2016-10-09	0.981106445215072	24	88	2016
VT139	GM037	2016-10-10	0.983734490734334	24	84	2016
VT139	GM037	2016-10-11	0.981534946952071	22	80	2016
VT139	GM037	2016-10-12	0.982234509157423	23	80	2016
VT139	GM037	2016-10-13	0.937572421060043	22	81	2016
JJ433	IC437	2016-02-24	0.883655410313748	24	138	2016
JJ433	IC437	2016-02-25	0.923136051906406	24	129	2016
JJ433	IC437	2016-02-26	0.918856933152819	24	132	2016
JJ433	IC437	2016-02-27	0.928312106890467	24	136	2016
JJ433	IC437	2016-02-28	0.929386812361551	24	130	2016
JJ433	IC437	2016-02-29	0.924186910494943	24	132	2016
JJ433	IC437	2016-03-01	0.902615755502418	24	125	2016
JJ433	IC437	2016-03-02	0.886004664103703	24	137	2016
JJ433	IC437	2016-03-03	0.91060622945481	24	130	2016
JJ433	IC437	2016-03-04	0.907167019377283	24	133	2016
JJ433	IC437	2016-03-05	0.909111084903753	24	139	2016
JJ433	IC437	2016-03-06	0.899450535617284	24	132	2016
JJ433	IC437	2016-03-07	0.844062099380886	24	134	2016
JJ433	IC437	2016-03-08	0.894227731737093	24	134	2016
JJ433	IC437	2016-03-09	0.902110852437635	24	127	2016
JJ433	IC437	2016-03-10	0.885908302728768	24	135	2016
JJ433	IC437	2016-03-11	0.873700375484219	24	140	2016
JJ433	IC437	2016-03-12	0.869476147717289	24	136	2016
JJ433	IC437	2016-03-13	0.897587563784995	24	133	2016
JJ433	IC437	2016-03-14	0.890619873177383	24	136	2016
JJ433	IC437	2016-03-15	0.894850770320467	24	132	2016
JJ433	IC437	2016-03-16	0.815070724961644	24	148	2016
JJ433	IC437	2016-03-17	0.837366563573871	24	143	2016
JJ433	IC437	2016-03-18	0.833044523380019	24	137	2016
JJ433	IC437	2016-03-19	0.854437246345738	24	132	2016
JJ433	IC437	2016-03-20	0.86782723311153	24	138	2016
JJ433	IC437	2016-03-21	0.88479274976	24	124	2016
JJ433	IC437	2016-03-22	0.809000879084015	24	135	2016
JJ433	IC437	2016-03-23	0.91609605474109	24	132	2016
JJ433	IC437	2016-03-24	0.89815723689986	24	133	2016
JJ433	IC437	2016-03-25	0.907219507545032	24	126	2016
JJ433	IC437	2016-03-26	0.861914835477058	24	139	2016
JJ433	IC437	2016-03-27	0.842258914680458	24	136	2016
JJ433	IC437	2016-03-28	0.907091598121778	23	124	2016
JJ433	IC437	2016-03-29	0.854507314921845	24	142	2016
JJ433	IC437	2016-03-30	0.78419673003312	24	135	2016
JJ433	IC437	2016-03-31	0.859025015087954	24	137	2016
JJ433	IC437	2016-04-01	0.855900039533777	24	143	2016
JJ433	IC437	2016-04-02	0.866656018897142	24	129	2016
JJ433	IC437	2016-04-03	0.8450186619121	24	134	2016
JJ433	IC437	2016-04-04	0.867620343687203	24	132	2016
JJ433	IC437	2016-04-05	0.833008949493957	24	135	2016
JJ433	IC437	2016-04-06	0.778388621392196	24	134	2016
JJ433	IC437	2016-04-07	0.891606883122832	24	112	2016
JJ433	IC437	2016-04-08	0.867915970226458	24	119	2016
JJ433	IC437	2016-04-09	0.863169655581138	24	105	2016
JJ433	IC437	2016-04-10	0.898791263130571	24	106	2016
JJ433	IC437	2016-04-11	0.809899162197503	24	124	2016
JJ433	IC437	2016-04-12	0.815602694614114	24	130	2016
JJ433	IC437	2016-04-13	0.801414241149181	24	119	2016
JJ433	IC437	2016-04-14	0.760684715334881	22	111	2016
JJ433	IC437	2016-04-15	0.861655552114357	23	100	2016
JJ433	IC437	2016-04-16	0.773258119038275	24	122	2016
JJ433	IC437	2016-04-17	0.803967561670561	24	106	2016
JJ433	IC437	2016-04-18	0.738370774107962	24	125	2016
JJ433	IC437	2016-04-19	0.77281716663298	24	125	2016
JJ433	IC437	2016-04-20	0.780659712507792	24	121	2016
JJ433	IC437	2016-04-21	0.797014566896999	24	113	2016
JJ433	IC437	2016-04-22	0.87516033515789	24	109	2016
JJ433	IC437	2016-04-23	0.89531247971139	24	115	2016
JJ433	IC437	2016-04-24	0.835596428244681	24	111	2016
JJ433	IC437	2016-04-25	0.821300177295455	24	111	2016
JJ433	IC437	2016-04-26	0.769014424963216	24	114	2016
JJ433	IC437	2016-04-27	0.707379903162467	24	122	2016
JJ433	IC437	2016-04-28	0.576898164460093	24	120	2016
JJ433	IC437	2016-04-29	0.570792855661695	24	121	2016
JJ433	IC437	2016-04-30	0.612598187669321	24	108	2016
JJ433	IC437	2016-05-01	0.791803341270781	24	117	2016
JJ433	IC437	2016-05-02	0.560238326407507	24	88	2016
JJ433	IC437	2016-05-03	0.789122832263885	24	79	2016
JJ433	IC437	2016-05-04	0.602481266487361	24	103	2016
JJ433	IC437	2016-05-05	0.56662212249388	23	113	2016
JJ433	IC437	2016-05-06	0.743956304901521	24	112	2016
JJ433	IC437	2016-05-07	0.624045702745162	24	116	2016
JJ433	IC437	2016-05-08	0.860993625513873	23	87	2016
JJ433	IC437	2016-05-09	0.793431730138741	22	85	2016
JJ433	IC437	2016-05-10	0.694257434835435	21	70	2016
JJ433	IC437	2016-05-11	0.712812856717126	21	80	2016
JJ433	IC437	2016-05-12	0.610762101776186	24	100	2016
JJ433	IC437	2016-05-13	0.614993519560072	22	88	2016
JJ433	IC437	2016-05-14	0.695923802673707	24	112	2016
JJ433	IC437	2016-05-15	0.645157623758111	21	83	2016
JJ433	IC437	2016-05-16	0.483657524872819	20	84	2016
JJ433	IC437	2016-05-17	0.687177407619326	20	85	2016
JJ433	IC437	2016-05-18	0.679581706169292	9	43	2016
JJ433	IC437	2016-05-19	0.765819237375866	14	46	2016
JJ433	IC437	2016-05-20	0.665592160265448	22	71	2016
JJ433	IC437	2016-05-21	0.9169538125699	19	70	2016
JJ433	IC437	2016-05-22	0.537735515465667	23	86	2016
JJ433	IC437	2016-05-23	0.605105753917194	24	107	2016
JJ433	IC437	2016-05-24	0.749705865760582	21	84	2016
JJ433	IC437	2016-05-25	0.61242426939091	23	83	2016
JJ433	IC437	2016-05-26	0.615973342519083	23	89	2016
JJ433	IC437	2016-05-27	0.731445947061423	24	88	2016
JJ433	IC437	2016-05-28	0.573776165237812	21	77	2016
JJ433	IC437	2016-05-29	0.750272748036629	23	82	2016
JJ433	IC437	2016-05-30	0.498480324338125	21	72	2016
JJ433	IC437	2016-05-31	0.736279819723892	17	51	2016
JJ433	IC437	2016-06-01	0.474654463747497	21	57	2016
JJ433	IC437	2016-06-02	0.492281875191811	21	82	2016
JJ433	IC437	2016-06-03	0.593298904814585	22	92	2016
YG431	JJ433	2016-02-02	0.931383315491119	6	21	2016
YG431	JJ433	2016-02-03	0.976497181112041	24	74	2016
YG431	JJ433	2016-02-04	0.927842715072011	19	62	2016
YG431	JJ433	2016-02-05	0.976513459293163	21	64	2016
YG431	JJ433	2016-02-07	0.916530833256281	11	32	2016
YG431	JJ433	2016-02-08	0.935355215415924	16	55	2016
YG431	JJ433	2016-02-09	0.970189309294526	18	60	2016
YG431	JJ433	2016-02-10	0.978902583742692	21	66	2016
YG431	JJ433	2016-02-11	0.966819009086318	18	53	2016
YG431	JJ433	2016-02-12	0.967966868107276	20	56	2016
YG431	JJ433	2016-02-13	0.966782501124638	20	60	2016
YG431	JJ433	2016-02-14	0.965969867730506	23	74	2016
YG431	JJ433	2016-02-15	0.960984638317828	22	66	2016
YG431	JJ433	2016-02-16	0.958068557824886	21	65	2016
YG431	JJ433	2016-02-17	0.944475761138196	22	69	2016
YG431	JJ433	2016-02-18	0.980377543462335	22	69	2016
YG431	JJ433	2016-02-19	0.971585520467196	23	76	2016
YG431	JJ433	2016-02-20	0.957587145156697	17	49	2016
YG431	JJ433	2016-02-21	0.96534643180117	20	63	2016
YG431	JJ433	2016-02-22	0.967478789731152	24	85	2016
YG431	JJ433	2016-02-23	0.984258930601381	19	63	2016
YG431	JJ433	2016-02-24	0.970291415810464	24	79	2016
YG431	JJ433	2016-02-25	0.950785560000419	24	82	2016
YG431	JJ433	2016-02-26	0.968619723115034	23	67	2016
YG431	JJ433	2016-02-27	0.975143291965836	24	80	2016
YG431	JJ433	2016-02-28	0.915356742300818	22	71	2016
YG431	JJ433	2016-02-29	0.976786270192748	24	84	2016
YG431	JJ433	2016-03-01	0.963408405630213	22	75	2016
YG431	JJ433	2016-03-02	0.959848369857821	24	83	2016
YG431	JJ433	2016-03-03	0.976892087769082	24	82	2016
YG431	OK426	2016-02-02	0.974923832315725	6	20	2016
YG431	OK426	2016-02-03	0.739521702776027	14	32	2016
YG431	OK426	2016-02-04	0.704643684692675	15	46	2016
YG431	OK426	2016-02-05	0.880817375154169	19	58	2016
YG431	OK426	2016-02-06	0.743841650705087	14	46	2016
YG431	OK426	2016-02-07	0.836498243080702	17	48	2016
YG431	OK426	2016-02-08	0.803813685192003	13	46	2016
YG431	OK426	2016-02-09	0.918184645382228	13	41	2016
YG431	OK426	2016-02-10	0.912592579516492	15	49	2016
YG431	OK426	2016-02-11	0.942677918535962	10	29	2016
YG431	OK426	2016-02-12	0.988066890838586	17	53	2016
YG431	OK426	2016-02-13	0.940846125084839	16	47	2016
YG431	OK426	2016-02-14	0.836038577926578	21	72	2016
YG431	OK426	2016-02-15	0.868081303247251	19	59	2016
YG431	OK426	2016-02-16	0.792590431986882	21	60	2016
YG431	OK426	2016-02-17	0.883863361842982	24	71	2016
YG431	OK426	2016-02-18	0.932402662549694	22	72	2016
YG431	OK426	2016-02-19	0.942010110138009	22	74	2016
YG431	OK426	2016-02-20	0.845879720135441	15	43	2016
YG431	OK426	2016-02-21	0.893479436204973	17	46	2016
YG431	OK426	2016-02-22	0.94680526659691	22	77	2016
YG431	OK426	2016-02-23	0.867127015259038	17	56	2016
YG431	OK426	2016-02-24	0.93678931320824	23	78	2016
YG431	OK426	2016-02-25	0.929653527486314	23	81	2016
YG431	OK426	2016-02-26	0.854791840983108	20	61	2016
YG431	OK426	2016-02-27	0.74722915836384	23	71	2016
YG431	OK426	2016-02-28	0.91027229152793	23	67	2016
YG431	OK426	2016-02-29	0.934127138588951	23	81	2016
YG431	OK426	2016-03-01	0.778429241132592	21	64	2016
YG431	OK426	2016-03-02	0.874182954749743	23	77	2016
YG431	OK426	2016-03-03	0.902171451951972	24	81	2016
YG431	JJ433	2015-11-16	0.934954731850785	22	73	2015
YG431	JJ433	2015-11-17	0.96876361653654	24	70	2015
YG431	JJ433	2015-11-18	0.968968120944547	23	67	2015
YG431	JJ433	2015-11-19	0.954091705747403	23	73	2015
YG431	JJ433	2015-11-20	0.954270651877604	24	81	2015
YG431	JJ433	2015-11-21	0.950222149962153	23	72	2015
YG431	JJ433	2015-11-22	0.952108192309244	24	77	2015
YG431	JJ433	2015-11-23	0.941665596036603	24	72	2015
YG431	JJ433	2015-11-24	0.966871229798171	20	65	2015
YG431	JJ433	2015-11-25	0.961586377670678	24	84	2015
YG431	JJ433	2015-11-26	0.942420056148925	23	80	2015
YG431	JJ433	2015-11-27	0.975656986128663	24	83	2015
YG431	JJ433	2015-11-28	0.971099068011727	24	75	2015
YG431	JJ433	2015-11-29	0.95789408307858	24	85	2015
YG431	JJ433	2015-11-30	0.976028021915132	23	75	2015
YG431	JJ433	2015-12-01	0.97689908290448	23	75	2015
YG431	JJ433	2015-12-02	0.970589604798337	23	70	2015
YG431	JJ433	2015-12-03	0.960079888047572	19	61	2015
YG431	JJ433	2015-12-04	0.968366212127418	24	78	2015
YG431	JJ433	2015-12-05	0.930623811995597	21	75	2015
YG431	JJ433	2015-12-06	0.939679896825975	22	61	2015
YG431	JJ433	2015-12-07	0.938699409057012	20	53	2015
YG431	JJ433	2015-12-08	0.965757331185148	24	72	2015
YG431	JJ433	2015-12-09	0.966381863335381	22	71	2015
YG431	JJ433	2015-12-10	0.97444729177837	24	87	2015
YG431	JJ433	2015-12-11	0.944371224522973	19	64	2015
YG431	JJ433	2015-12-12	0.923344012245814	22	73	2015
YG431	JJ433	2015-12-13	0.924875394047692	24	78	2015
YG431	JJ433	2015-12-14	0.946657921056033	23	84	2015
YG431	JJ433	2015-12-15	0.958514817043238	24	69	2015
YG431	JJ433	2015-12-16	0.961152469946172	24	84	2015
YG431	JJ433	2015-12-17	0.915235492865013	22	79	2015
YG431	JJ433	2015-12-18	0.951849456145338	24	82	2015
YG431	JJ433	2015-12-19	0.947933788330245	24	74	2015
YG431	JJ433	2015-12-20	0.945993143530063	23	75	2015
YG431	JJ433	2015-12-21	0.928385223088337	24	76	2015
YG431	JJ433	2015-12-22	0.949326472544762	22	63	2015
YG431	JJ433	2015-12-23	0.964964797746764	10	36	2015
YG431	JJ433	2015-12-24	0.974616599022321	22	69	2015
YG431	JJ433	2015-12-25	0.968184670387991	21	66	2015
YG431	JJ433	2015-12-26	0.951438673843324	24	91	2015
YG431	JJ433	2015-12-27	0.918224212934578	24	76	2015
YG431	JJ433	2015-12-28	0.933782050992635	20	66	2015
YG431	JJ433	2015-12-29	0.957740881184849	21	66	2015
YG431	JJ433	2015-12-30	0.914547880035824	24	74	2015
YG431	JJ433	2015-12-31	0.846546623277305	15	56	2015
YG431	JJ433	2016-01-01	0.93785700687126	20	65	2016
YG431	JJ433	2016-01-02	0.949863645919676	21	68	2016
YG431	JJ433	2016-01-03	0.947981316535692	24	85	2016
YG431	JJ433	2016-01-04	0.947656639316979	19	64	2016
YG431	JJ433	2016-01-05	0.970838363073794	22	70	2016
YG431	JJ433	2016-01-06	0.727367084966444	2	7	2016
YG431	OK426	2015-11-16	0.851387503082603	18	59	2015
YG431	OK426	2015-11-17	0.904286622984971	21	60	2015
YG431	OK426	2015-11-18	0.896014104310317	19	52	2015
YG431	OK426	2015-11-19	0.899402278930368	20	66	2015
YG431	OK426	2015-11-20	0.877502472090389	22	67	2015
YG431	OK426	2015-11-21	0.832262592706683	21	60	2015
YG431	OK426	2015-11-22	0.846775799148433	19	62	2015
YG431	OK426	2015-11-23	0.890913189642311	22	63	2015
YG431	OK426	2015-11-24	0.805164739117056	16	56	2015
YG431	OK426	2015-11-25	0.933601161101889	17	37	2015
YG431	OK426	2015-11-26	0.88370108093964	21	63	2015
YG431	OK426	2015-11-27	0.885002077228258	18	59	2015
YG431	OK426	2015-11-28	0.910145799931056	20	59	2015
YG431	OK426	2015-11-29	0.923075227242626	21	69	2015
YG431	OK426	2015-11-30	0.907669315375761	20	58	2015
YG431	OK426	2015-12-01	0.894456146964354	19	65	2015
YG431	OK426	2015-12-02	0.870868293925992	19	57	2015
YG431	OK426	2015-12-03	0.92537871518273	18	55	2015
YG431	OK426	2015-12-04	0.92083393048335	22	65	2015
YG431	OK426	2015-12-05	0.917742121234547	20	65	2015
YG431	OK426	2015-12-06	0.935193199900739	18	44	2015
YG431	OK426	2015-12-07	0.920661162121121	18	50	2015
YG431	OK426	2015-12-08	0.891108499580345	22	62	2015
YG431	OK426	2015-12-09	0.913389842665864	22	59	2015
YG431	OK426	2015-12-10	0.936463272646903	20	57	2015
YG431	OK426	2015-12-11	0.904884402383394	18	54	2015
YG431	OK426	2015-12-12	0.866631899208655	20	63	2015
YG431	OK426	2015-12-13	0.833535493597614	18	60	2015
YG431	OK426	2015-12-14	0.910115743111633	21	65	2015
YG431	OK426	2015-12-15	0.906139029816935	19	48	2015
YG431	OK426	2015-12-16	0.891592541546974	22	68	2015
YG431	OK426	2015-12-17	0.855785217089377	19	62	2015
YG431	OK426	2015-12-18	0.895183561951807	21	57	2015
YG431	OK426	2015-12-19	0.935208902606554	20	61	2015
YG431	OK426	2015-12-20	0.820842828956264	18	49	2015
YG431	OK426	2015-12-21	0.977804586264566	19	60	2015
YG431	OK426	2015-12-22	0.907493017876996	19	52	2015
YG431	OK426	2015-12-23	0.910559635980461	10	37	2015
YG431	OK426	2015-12-24	0.941964428765413	17	52	2015
YG431	OK426	2015-12-25	0.950845292366735	19	51	2015
YG431	OK426	2015-12-26	0.887721737434952	23	74	2015
YG431	OK426	2015-12-27	0.839754455412737	23	59	2015
YG431	OK426	2015-12-28	0.77267164102202	18	53	2015
YG431	OK426	2015-12-29	0.859631258554044	17	55	2015
YG431	OK426	2015-12-30	0.867444577983913	21	59	2015
YG431	OK426	2015-12-31	0.486712746966741	12	32	2015
YG431	OK426	2016-01-01	0.828701581455167	18	60	2016
YG431	OK426	2016-01-02	0.912182937144049	17	54	2016
YG431	OK426	2016-01-03	0.843837207056559	21	67	2016
YG431	OK426	2016-01-04	0.879224546279745	15	53	2016
YG431	OK426	2016-01-05	0.924032574472196	20	62	2016
YG431	OK426	2016-01-06	-0.874552422280877	2	7	2016
IC437	JJ433	2017-09-26	0.879579833545107	23	70	2017
IC437	JJ433	2017-09-27	0.673641905257277	21	65	2017
IC437	JJ433	2017-09-28	0.422739076214942	22	68	2017
IC437	JJ433	2017-09-29	0.928221011821886	24	78	2017
IC437	JJ433	2017-09-30	0.932667598603842	24	73	2017
IC437	JJ433	2017-10-01	0.70350598688376	21	66	2017
IC437	JJ433	2017-10-02	0.629760905709904	22	69	2017
IC437	JJ433	2017-10-03	0.855374790868138	23	70	2017
IC437	JJ433	2017-10-04	0.765303136502514	16	52	2017
IC437	JJ433	2017-10-05	0.66737443144985	21	72	2017
IC437	JJ433	2017-10-06	0.944363918210535	23	69	2017
IC437	JJ433	2017-10-07	0.718080486909992	16	41	2017
IC437	JJ433	2017-10-08	0.857386685483286	5	15	2017
IC437	JJ433	2017-10-09	0.55089408992644	16	46	2017
IC437	JJ433	2017-10-10	0.286498602231675	21	65	2017
IC437	JJ433	2017-10-11	0.739650585788076	24	68	2017
IC437	JJ433	2017-10-12	0.884344850266578	19	59	2017
IC437	JJ433	2017-10-13	0.793709993506823	19	58	2017
IC437	JJ433	2017-10-14	0.638437288667574	20	66	2017
IC437	JJ433	2017-10-15	0.862108813927362	19	61	2017
IC437	JJ433	2017-10-16	0.69001197762346	17	50	2017
IC437	JJ433	2017-10-17	0.20347152879929	18	55	2017
IC437	JJ433	2017-10-18	0.309112969038544	17	53	2017
IC437	JJ433	2017-10-19	0.31184417912171	17	50	2017
IC437	JJ433	2017-10-20	0.497254887097687	16	49	2017
IC437	JJ433	2017-10-21	-0.00133180452832	17	54	2017
IC437	JJ433	2017-10-22	0.513572309176929	19	54	2017
IC437	JJ433	2017-10-23	0.462250122082748	20	61	2017
IC437	JJ433	2017-10-24	0.894563448049915	17	48	2017
IC437	JJ433	2017-10-25	0.746379491057524	21	58	2017
IC437	JJ433	2017-10-26	0.934815690437802	19	59	2017
IC437	JJ433	2017-10-27	0.793195656298808	21	64	2017
IC437	JJ433	2017-10-28	0.193445028980094	21	61	2017
IC437	JJ433	2017-10-29	0.701865109600033	13	50	2017
IC437	JJ433	2017-10-30	0.1897834112869	17	52	2017
IC437	JJ433	2017-10-31	0.643570648724734	22	61	2017
IC437	JJ433	2017-11-01	0.890133184215484	19	57	2017
IC437	JJ433	2017-11-02	0.907999276713657	19	62	2017
IC437	JJ433	2017-11-03	0.859401365783929	21	64	2017
IC437	JJ433	2017-11-04	0.436394398083758	11	34	2017
IC437	JJ433	2017-11-05	0.724793104224676	10	18	2017
IC437	JJ433	2017-11-06	0.465403000430387	20	59	2017
IC437	JJ433	2017-11-07	0.238522082230562	19	55	2017
IC437	JJ433	2017-11-08	0.514237722096346	18	62	2017
IC437	JJ433	2017-11-09	0.678023735850494	18	56	2017
IC437	JJ433	2017-11-10	0.835367379465548	18	50	2017
IC437	JJ433	2017-11-11	0.485065118601296	5	18	2017
IC437	JJ433	2017-11-12	0.183521105938844	16	48	2017
IC437	JJ433	2017-11-13	0.792456012615233	16	51	2017
IC437	JJ433	2017-11-14	0.510408403907061	21	58	2017
IC437	JJ433	2017-11-15	0.807046100966934	17	46	2017
IC437	JJ433	2017-11-16	0.306773585950609	18	54	2017
IC437	JJ433	2017-11-17	0.65869477644786	21	62	2017
IC437	JJ433	2017-11-18	0.117118900229249	17	47	2017
IC437	JJ433	2017-11-19	0.378205271366264	21	62	2017
IC437	JJ433	2017-11-20	0.540034593264775	17	52	2017
IC437	JJ433	2017-11-21	0.623484941510502	22	63	2017
IC437	JJ433	2017-11-22	0.469768483039161	16	46	2017
IC437	JJ433	2017-11-23	0.313449077748985	20	63	2017
IC437	JJ433	2017-11-24	0.501312056072417	19	51	2017
IC437	JJ433	2017-11-25	0.159419761849232	15	41	2017
IC437	JJ433	2017-11-26	-0.118748186424037	8	14	2017
IC437	JJ433	2017-11-27	0.528923959186212	7	11	2017
IC437	JJ433	2017-11-28	0.957584561056967	4	4	2017
IC437	JJ433	2017-11-29	-1	2	2	2017
IC437	JJ433	2017-11-30	0.606740262637244	9	11	2017
IC437	JJ433	2017-12-01	0.671369691083188	10	16	2017
IC437	JJ433	2017-12-02	0.939456706352343	6	8	2017
IC437	JJ433	2017-12-03	0.508525850980502	9	14	2017
IC437	JJ433	2017-12-04	0.968264312913792	4	4	2017
IC437	JJ433	2017-12-05	0.952913389714858	5	7	2017
IC437	JJ433	2017-12-06	0.713319697567435	13	29	2017
IC437	JJ433	2017-12-07	0.783377815846418	14	41	2017
